page,published_date,price,area,price_per_m2,bedroom,wc,location,home_type,legal_status,furniture
90,02/10/2025,N/A,200.0,N/A,N/A,N/A,"Tây Hồ, Hà Nội","shophouse, nhà phố thương mại",N/A,N/A
90,02/10/2025,5.5,86.0,63.95,3,2,"Hà Đông, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
90,02/10/2025,17.5,155.0,112.9,3,3,"Thanh Xuân, Hà Nội",căn hộ chung cư,N/A,N/A
90,02/10/2025,33.0,79.0,417.72,4,4,"Hoàng Mai, Hà Nội","nhà biệt thự, liền kề",N/A,Cơ bản
90,02/10/2025,17.5,61.0,286.88,N/A,N/A,"Cầu Giấy, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Cơ bản
91,02/10/2025,17.5,61.0,286.88,N/A,N/A,"Cầu Giấy, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Cơ bản
91,02/10/2025,9.0,45.0,200.0,N/A,N/A,"Hoàng Mai, Hà Nội",nhà riêng,Sổ đỏ,N/A
91,02/10/2025,32.0,100.0,320.0,3,4,"Thanh Xuân, Hà Nội","nhà biệt thự, liền kề",Hợp đồng mua bán,Không nội thất
91,02/10/2025,5.65,81.8,69.07,2,2,"Gia Lâm, Hà Nội",căn hộ chung cư,N/A,Đầy đủ
91,02/10/2025,26.3,100.0,263.0,4,N/A,"Long Biên, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,Đầy đủ
91,02/10/2025,120.0,250.0,480.0,N/A,N/A,"Hai Bà Trưng, Hà Nội",đất,Sổ đỏ,N/A
91,02/10/2025,3.28,45.0,73.0,N/A,N/A,"Hoài Đức, Hà Nội",đất,Sổ đỏ/ Sổ hồng.,N/A
91,02/10/2025,58.0,100.0,580.0,6,7,"Thanh Xuân, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,Cơ bản
91,02/10/2025,11.5,40.0,287.5,6,4,"Hà Đông, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ.
91,02/10/2025,5.8,80.0,72.5,2,2,"Hoàng Mai, Hà Nội",căn hộ chung cư,N/A,N/A
91,02/10/2025,27.3,46.0,593.48,4,5,"Bắc Từ Liêm, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,Cơ bản
91,02/10/2025,27.0,66.0,409.09,14,10,"Thanh Xuân, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
91,02/10/2025,21.8,55.0,396.36,5,6,"Cầu Giấy, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
91,02/10/2025,11.0,120.0,91.67,3,2,"Thanh Xuân, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
91,02/10/2025,23.0,66.4,346.39,4,4,"Ba Đình, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
91,02/10/2025,21.0,63.0,333.33,4,4,"Đông Anh, Hà Nội","nhà biệt thự, liền kề",Hợp đồng mua bán,Cơ bản
91,02/10/2025,6.75,109.0,61.93,3,2,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
91,02/10/2025,N/A,200.0,N/A,N/A,N/A,"Mê Linh, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ,N/A
91,02/10/2025,N/A,300.0,N/A,N/A,N/A,"Mê Linh, Hà Nội","nhà biệt thự, liền kề",Hợp đồng mua bán,N/A
91,02/10/2025,8.5,200.0,42.5,N/A,N/A,"Mê Linh, Hà Nội",đất nền dự án,Sổ đỏ.,N/A
92,02/10/2025,50.0,180.0,277.78,4,4,"Hà Đông, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,N/A
92,02/10/2025,7.0,43.0,162.79,9,9,"Hà Đông, Hà Nội",nhà riêng,N/A,N/A
92,02/10/2025,N/A,108.0,N/A,N/A,N/A,"Sơn Tây, Hà Nội",đất,N/A,N/A
92,02/10/2025,9.2,113.0,81.42,3,2,"Cầu Giấy, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
92,02/10/2025,1.85,50.0,37.0,N/A,N/A,"Sơn Tây, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
92,02/10/2025,N/A,75.0,N/A,5,4,"Thanh Trì, Hà Nội","nhà biệt thự, liền kề",Hợp đồng mua bán,Không nội thất
92,02/10/2025,10.6,50.0,212.0,4,4,"Đan Phượng, Hà Nội","shophouse, nhà phố thương mại",Sổ đỏ/ Sổ hồng,Không nội thất
92,02/10/2025,30.0,105.0,285.71,N/A,N/A,"Hai Bà Trưng, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,N/A
92,02/10/2025,18.2,130.0,140.0,3,3,"Đống Đa, Hà Nội",căn hộ chung cư,N/A,Cơ bản
92,02/10/2025,6.35,65.5,96.95,2,1,"Cầu Giấy, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Full
92,02/10/2025,3.47,578.0,6.0,N/A,N/A,"Chương Mỹ, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
92,02/10/2025,9.25,38.0,243.42,3,4,"Đống Đa, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Cơ bản
92,02/10/2025,5.0,720.0,6.94,N/A,N/A,"Ba Vì, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
92,02/10/2025,1.88,50.0,37.5,N/A,N/A,"Sơn Tây, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
92,02/10/2025,N/A,42.0,N/A,N/A,N/A,"Thanh Xuân, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,Cơ bản
92,02/10/2025,5.9,94.0,62.77,2,2,"Hà Đông, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
92,02/10/2025,5.3,70.0,75.71,2,2,"Hà Đông, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
92,02/10/2025,17.5,99.0,176.77,N/A,N/A,"Đống Đa, Hà Nội",nhà riêng,N/A,Full nội thất xịn.
92,02/10/2025,1.97,69.0,28.5,N/A,N/A,"Sóc Sơn, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
92,02/10/2025,4.25,30.0,141.67,2,1,"Hai Bà Trưng, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
93,02/10/2025,8.5,76.0,111.84,2,2,"Hai Bà Trưng, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,N/A
93,02/10/2025,N/A,150.0,N/A,N/A,N/A,"Thạch Thất, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
93,02/10/2025,N/A,132.0,N/A,4,2,"Bắc Từ Liêm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Cơ bản
93,02/10/2025,N/A,186.0,N/A,3,3,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,"Đầy đủ, mới, cao cấp."
93,02/10/2025,6.85,75.0,91.33,2,2,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
93,02/10/2025,10.9,65.0,167.69,N/A,N/A,"Thanh Trì, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
93,02/10/2025,N/A,70.0,N/A,2,2,"Hà Đông, Hà Nội",căn hộ chung cư,Hợp đồng mua bán,Đầy đủ.
93,02/10/2025,27.8,76.0,365.79,4,5,"Hà Đông, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,Đầy đủ.
93,02/10/2025,6.69,42.0,159.29,N/A,N/A,"Long Biên, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,N/A
93,02/10/2025,5.2,73.0,71.23,2,2,"Hà Đông, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
93,02/10/2025,52.0,110.0,472.73,7,N/A,"Đống Đa, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
93,02/10/2025,N/A,51.0,N/A,N/A,N/A,"Hoàng Mai, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng.,N/A
93,02/10/2025,14.6,62.3,234.35,5,4,"Long Biên, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
93,02/10/2025,N/A,206.0,N/A,4,4,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
93,02/10/2025,16.0,45.2,353.98,5,5,"Ba Đình, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
93,02/10/2025,10.5,117.0,89.74,3,2,"Thanh Xuân, Hà Nội",căn hộ chung cư,N/A,Full đồ nhập khẩu.
93,02/10/2025,6.2,78.0,79.49,2,2,"Thanh Trì, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ.
93,02/10/2025,4.24,212.0,20.0,N/A,N/A,"Quốc Oai, Hà Nội",đất,N/A,N/A
93,02/10/2025,20.0,52.0,384.62,N/A,N/A,"Tây Hồ, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,N/A
93,02/10/2025,3.3,100.0,33.0,N/A,N/A,"Mê Linh, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
94,02/10/2025,7.2,74.0,97.3,2,2,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Full đồ.
94,02/10/2025,28.0,102.0,274.51,N/A,N/A,"Bắc Từ Liêm, Hà Nội","shophouse, nhà phố thương mại",N/A,N/A
94,02/10/2025,6.1,45.0,135.56,4,5,"Thanh Trì, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
94,02/10/2025,3.65,44.0,82.96,2,2,"Hoàng Mai, Hà Nội",nhà riêng,N/A,N/A
94,02/10/2025,2.7,18.0,150.0,3,3,"Bắc Từ Liêm, Hà Nội",nhà riêng,Đang chờ sổ,Đầy đủ
94,02/10/2025,N/A,104.0,N/A,3,N/A,"Bắc Từ Liêm, Hà Nội",căn hộ chung cư,N/A,N/A
94,02/10/2025,8.6,100.0,86.0,3,2,"Tây Hồ, Hà Nội",căn hộ chung cư,N/A,N/A
94,02/10/2025,8.65,45.0,192.22,N/A,N/A,"Bắc Từ Liêm, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
94,02/10/2025,N/A,128.0,N/A,N/A,N/A,"Quốc Oai, Hà Nội",đất,Sổ hồng,N/A
94,02/10/2025,6.5,32.0,203.12,N/A,N/A,"Tây Hồ, Hà Nội",nhà riêng,Sổ đỏ,Full nội thất.
94,02/10/2025,18.5,90.0,205.56,4,4,"Hà Đông, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,Đầy đủ
94,02/10/2025,8.86,40.0,221.5,N/A,N/A,"Long Biên, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
94,02/10/2025,32.3,83.9,384.98,12,12,"Nam Từ Liêm, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,Đầy đủ
94,02/10/2025,1.8,50.0,36.0,N/A,N/A,"Sơn Tây, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
94,02/10/2025,11.3,52.0,217.31,4,4,"Long Biên, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
94,02/10/2025,14.5,117.0,123.93,3,2,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,Hợp đồng mua bán,Cơ bản
94,02/10/2025,27.0,80.0,337.5,7,7,"Cầu Giấy, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Cơ bản
94,02/10/2025,95.0,220.0,431.82,31,33,"Cầu Giấy, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,Đầy đủ
94,02/10/2025,20.6,50.0,412.0,4,4,"Đống Đa, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
94,02/10/2025,15.8,64.0,246.88,5,8,"Long Biên, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
95,02/10/2025,22.2,290.0,76.55,5,5,"Mê Linh, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,Không nội thất
95,02/10/2025,3.05,42.0,72.62,N/A,N/A,"Đông Anh, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
95,02/10/2025,81.18,198.0,410.0,5,N/A,"Tây Hồ, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,Đầy đủ
95,02/10/2025,6.05,79.0,76.59,2,1,"Thanh Trì, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
95,02/10/2025,7.6,28.0,271.43,3,3,"Hai Bà Trưng, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
95,02/10/2025,7.7,52.0,148.08,4,3,"Thanh Xuân, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Full nội thất.
95,02/10/2025,9.4,104.4,90.0,N/A,N/A,"Đông Anh, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
95,02/10/2025,7.3,28.0,260.71,3,3,"Đống Đa, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
95,02/10/2025,39.5,260.0,151.92,N/A,N/A,"Hà Đông, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,N/A
95,02/10/2025,4.54,64.0,70.94,2,2,"Gia Lâm, Hà Nội",căn hộ chung cư,Hợp đồng mua bán,Cơ bản
95,02/10/2025,19.0,55.0,345.46,N/A,N/A,"Đống Đa, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,N/A
95,02/10/2025,5.6,50.0,112.0,N/A,N/A,"Đông Anh, Hà Nội",đất,Sổ đỏ/ Sổ hồng.,N/A
95,02/10/2025,3.35,68.8,48.69,N/A,N/A,"Chương Mỹ, Hà Nội",đất,Sổ đỏ,N/A
95,02/10/2025,22.0,55.0,400.0,4,4,"Hà Đông, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng.,Đầy đủ
95,02/10/2025,39.8,35.0,N/A,4,N/A,"Tây Hồ, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,Không nội thất
95,02/10/2025,55.0,1.32,41.67,N/A,N/A,"Cầu Giấy, Hà Nội",loại bất động sản khác,N/A,N/A
95,02/10/2025,52.0,80.0,650.0,N/A,N/A,"Đống Đa, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,N/A
95,02/10/2025,108.0,145.0,744.83,N/A,N/A,"Ba Đình, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,N/A
95,02/10/2025,50.0,160.0,312.5,N/A,N/A,"Tây Hồ, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
95,02/10/2025,41.0,130.0,315.38,N/A,N/A,"Tây Hồ, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,N/A
96,02/10/2025,3.2,48.0,66.67,1,1,"Gia Lâm, Hà Nội",căn hộ chung cư,Hợp đồng mua bán,Cơ bản
96,02/10/2025,45.0,82.0,548.78,N/A,N/A,"Thanh Xuân, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,Cơ bản
96,01/10/2025,18.8,54.0,348.15,N/A,N/A,"Đống Đa, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,N/A
96,01/10/2025,26.8,60.0,446.67,6,4,"Thanh Xuân, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Cơ bản
96,01/10/2025,8.9,42.0,211.9,7,4,"Nam Từ Liêm, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
96,01/10/2025,23.5,70.0,335.71,N/A,N/A,"Cầu Giấy, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,N/A
96,01/10/2025,3.59,112.1,32.0,N/A,N/A,"Chương Mỹ, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
96,01/10/2025,3.15,80.8,38.98,N/A,N/A,"Chương Mỹ, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
96,01/10/2025,5.22,95.0,55.0,N/A,N/A,"Mê Linh, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
96,01/10/2025,16.8,46.0,365.22,4,N/A,"Long Biên, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,N/A
96,01/10/2025,1.35,50.0,27.0,2,1,"Nam Từ Liêm, Hà Nội","chung cư mini, căn hộ dịch vụ",Sổ đỏ/ Sổ hồng,Đầy đủ
96,01/10/2025,14.8,45.0,328.89,3,5,"Bắc Từ Liêm, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
96,01/10/2025,29.5,90.0,327.78,3,4,"Hà Đông, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,Đầy đủ.
96,01/10/2025,N/A,242.0,N/A,N/A,N/A,"Đống Đa, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,N/A
96,01/10/2025,9.0,50.0,180.0,4,4,"Nam Từ Liêm, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
96,01/10/2025,15.5,90.0,172.22,N/A,N/A,"Hà Đông, Hà Nội","nhà biệt thự, liền kề",Hợp đồng mua bán,N/A
96,01/10/2025,N/A,250.0,N/A,3,3,"Thanh Xuân, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,Đầy đủ
96,01/10/2025,3.5,43.0,81.4,1,1,"Gia Lâm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
96,01/10/2025,9.6,53.0,181.08,6,N/A,"Hai Bà Trưng, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,N/A
96,01/10/2025,18.0,152.0,118.42,4,3,"Thanh Xuân, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
97,01/10/2025,7.1,33.0,215.15,3,4,"Đống Đa, Hà Nội",nhà riêng,Sổ đỏ,Đầy đủ
97,01/10/2025,25.0,120.0,208.33,3,2,"Ba Đình, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
97,01/10/2025,9.2,35.0,262.86,4,5,"Bắc Từ Liêm, Hà Nội",nhà riêng,N/A,N/A
97,01/10/2025,7.3,42.0,173.81,6,4,"Bắc Từ Liêm, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,N/A
97,01/10/2025,11.5,42.0,273.81,4,4,"Bắc Từ Liêm, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Full nội thất.
97,01/10/2025,6.7,43.0,155.81,4,4,"Bắc Từ Liêm, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,N/A
97,01/10/2025,2.35,64.3,36.55,N/A,N/A,"Sơn Tây, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
97,01/10/2025,6.8,37.0,183.78,3,4,"Bắc Từ Liêm, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,N/A
97,01/10/2025,19.0,90.0,211.11,N/A,N/A,"Hà Đông, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ,N/A
97,01/10/2025,87.0,130.0,669.23,N/A,N/A,"Cầu Giấy, Hà Nội",nhà mặt phố,Sổ đỏ cc,K
97,01/10/2025,7.0,95.0,73.68,2,2,"Hai Bà Trưng, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,"Nội thất đẹp, cao cấp."
97,01/10/2025,36.0,82.0,439.02,24,25,"Nam Từ Liêm, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Cơ bản
97,01/10/2025,8.7,104.0,83.65,3,2,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Không nội thất
97,01/10/2025,10.0,90.0,111.11,3,2,"Cầu Giấy, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng.,Để lại full đồ nội thất.
97,01/10/2025,0.95,40.0,23.75,2,1,"Bắc Từ Liêm, Hà Nội","chung cư mini, căn hộ dịch vụ",Hợp đồng mua bán,Đầy đủ
97,01/10/2025,82.6,192.0,430.21,6,6,"Tây Hồ, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,Không nội thất
97,01/10/2025,86.0,180.0,477.78,N/A,N/A,"Tây Hồ, Hà Nội","nhà biệt thự, liền kề",N/A,N/A
97,01/10/2025,26.5,90.0,294.44,N/A,N/A,"Nam Từ Liêm, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,N/A
97,01/10/2025,15.5,65.0,238.46,20,20,"Nam Từ Liêm, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
97,01/10/2025,9.1,54.0,168.52,4,4,"Cầu Giấy, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
98,01/10/2025,N/A,87.0,N/A,2,2,"Hai Bà Trưng, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
98,01/10/2025,37.5,125.0,300.0,15,15,"Hai Bà Trưng, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Cơ bản
98,01/10/2025,4.46,66.6,67.0,N/A,N/A,"Thanh Oai, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
98,01/10/2025,7.3,128.0,57.03,3,2,"Hà Đông, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
98,01/10/2025,N/A,130.0,N/A,N/A,N/A,"Mê Linh, Hà Nội",đất nền dự án,N/A,N/A
98,01/10/2025,11.7,128.0,91.41,3,2,"Cầu Giấy, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Cơ bản
98,01/10/2025,15.5,51.5,300.97,4,4,"Cầu Giấy, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,N/A
98,01/10/2025,7.3,83.0,87.95,2,2,"Thanh Xuân, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
98,01/10/2025,4.6,69.2,66.47,2,2,"Long Biên, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
98,01/10/2025,5.52,65.0,85.0,2,2,"Đống Đa, Hà Nội",condotel,Hợp đồng mua bán,Đầy đủ
98,01/10/2025,N/A,69.1,N/A,2,2,"Hoàng Mai, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng.,Đầy đủ.
98,01/10/2025,9.5,117.0,81.2,3,2,"Cầu Giấy, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
98,01/10/2025,8.4,75.0,112.0,2,1,"Cầu Giấy, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
98,01/10/2025,63.0,330.0,190.91,2,3,"Nam Từ Liêm, Hà Nội","shophouse, nhà phố thương mại",Sổ đỏ/ Sổ hồng,Đầy đủ
98,01/10/2025,N/A,61.0,N/A,N/A,N/A,"Hoài Đức, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
98,01/10/2025,2.7,27.0,100.0,1,1,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,Hợp đồng mua bán,Cơ bản
98,01/10/2025,58.0,181.0,320.44,N/A,N/A,"Thanh Xuân, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,N/A
98,01/10/2025,5.35,74.1,72.2,2,2,"Gia Lâm, Hà Nội",căn hộ chung cư,Hợp đồng mua bán,Cơ bản
98,01/10/2025,12.0,50.0,240.0,4,4,"Bắc Từ Liêm, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
98,01/10/2025,25.02,60.0,417.0,3,3,"Thanh Xuân, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,Đầy đủ
99,01/10/2025,12.0,111.0,108.11,3,2,"Thanh Xuân, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
99,01/10/2025,35.0,150.0,233.33,N/A,N/A,"Gia Lâm, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,N/A
99,01/10/2025,9.6,98.0,97.96,3,2,"Bắc Từ Liêm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Cơ bản
99,01/10/2025,14.5,60.0,241.67,15,15,"Hai Bà Trưng, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
99,01/10/2025,17.9,104.0,172.12,N/A,N/A,"Đan Phượng, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,Không nội thất
99,01/10/2025,3.8,42.0,90.48,N/A,N/A,"Thanh Trì, Hà Nội",nhà riêng,N/A,N/A
99,01/10/2025,N/A,189.0,N/A,5,4,"Hà Đông, Hà Nội","nhà biệt thự, liền kề",N/A,N/A
99,01/10/2025,58.05,135.0,430.0,3,2,"Hoàng Mai, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,Cơ bản
99,01/10/2025,37.6,80.0,470.0,6,5,"Long Biên, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ.
99,01/10/2025,7.0,91.5,76.5,3,2,"Hà Đông, Hà Nội",căn hộ chung cư,Hợp đồng mua bán,Đầy đủ
99,01/10/2025,7.91,127.0,62.3,4,3,"Thanh Trì, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Cơ bản
99,01/10/2025,50.92,134.0,380.0,N/A,N/A,"Nam Từ Liêm, Hà Nội","nhà biệt thự, liền kề",Hợp đồng mua bán,N/A
99,01/10/2025,12.5,40.0,312.5,5,4,"Thanh Xuân, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
99,01/10/2025,32.0,55.0,581.82,5,7,"Ba Đình, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,Cơ bản
99,01/10/2025,7.6,92.0,82.61,2,2,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
99,01/10/2025,110.0,346.0,317.92,48,48,"Tây Hồ, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Cơ bản
99,01/10/2025,N/A,48.0,N/A,3,2,"Đống Đa, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
99,01/10/2025,36.5,180.0,202.78,N/A,N/A,"Hà Đông, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,Không nội thất
99,01/10/2025,32.0,93.0,344.09,6,5,"Hoàng Mai, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,Cơ bản
99,01/10/2025,20.0,82.0,243.9,4,5,"Long Biên, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,Đầy đủ
100,01/10/2025,26.8,76.0,352.63,5,6,"Long Biên, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,Đầy đủ
100,01/10/2025,17.5,90.0,194.44,6,4,"Hà Đông, Hà Nội","nhà biệt thự, liền kề",N/A,N/A
100,01/10/2025,15.9,86.0,184.88,N/A,N/A,"Bắc Từ Liêm, Hà Nội",nhà mặt phố,Có sổ,Full nội thất
100,01/10/2025,15.5,35.6,435.39,4,3,"Đống Đa, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Cơ bản
